date;state;cases;deaths;popData2018
2020-02-06;India;0;0;1352617328
2020-02-06;Indonesia;0;0;267663435
2020-02-06;Iran;0;0;81800269
2020-02-06;Iraq;0;0;38433600
2020-02-06;Ireland;0;0;4853506
2020-02-06;Israel;0;0;8883800
2020-02-06;Italy;0;0;60431283
2020-02-06;Japan;0;0;126529100
2020-02-06;Kuwait;0;0;4137309
2020-02-06;Lebanon;0;0;6848925
2020-02-06;Lithuania;0;0;2789533
2020-02-06;Luxembourg;0;0;607728
2020-02-06;Malaysia;2;0;31528585
2020-02-06;Mexico;0;0;126190788
2020-02-06;Monaco;0;0;38682
2020-02-06;Nepal;0;0;28087871
2020-02-06;Netherlands;0;0;17231017
2020-02-06;New_Zealand;0;0;4885500
2020-02-06;Nigeria;0;0;195874740
2020-02-06;North_Macedonia;0;0;2082958
2020-02-06;Norway;0;0;5314336
2020-02-06;Oman;0;0;4829483
2020-02-06;Pakistan;0;0;212215030
2020-02-06;Philippines;1;0;106651922
2020-02-06;Qatar;0;0;2781677
2020-02-06;Romania;0;0;19473936
2020-02-06;Russia;0;0;144478050
2020-02-06;San_Marino;0;0;33785
2020-02-06;Singapore;4;0;5638676
2020-02-06;South_Korea;5;0;51635256
2020-02-06;Spain;0;0;46723749
2020-02-06;Sri_Lanka;0;0;21670000
2020-02-06;Sweden;0;0;10183175
2020-02-06;Switzerland;0;0;8516543
2020-02-06;Taiwan;0;0;23780452
2020-02-06;Thailand;0;0;69428524
2020-02-06;United_Arab_Emirates;0;0;9630959
2020-02-06;United_Kingdom;0;0;66488991
2020-02-06;United_States_of_America;1;0;327167434
2020-02-06;Vietnam;0;0;95540395
2020-02-07;Afghanistan;0;0;37172386
2020-02-07;Algeria;0;0;42228429
2020-02-07;Armenia;0;0;2951776
2020-02-07;Australia;1;0;24992369
2020-02-07;Austria;0;0;8847037
2020-02-07;Azerbaijan;0;0;9942334
2020-02-07;Bahrain;0;0;1569439
2020-02-07;Belarus;0;0;9485386
2020-02-07;Belgium;0;0;11422068
2020-02-07;Brazil;0;0;209469333
2020-02-07;Cambodia;0;0;16249798
2020-02-07;Canada;2;0;37058856
2020-02-07;Cases_on_an_international_conveyance_Japan;41;0;3000
2020-02-07;China;3160;73;1392730000
2020-02-07;Croatia;0;0;4089400
2020-02-07;Czechia;0;0;10625695
2020-02-07;Denmark;0;0;5797446
2020-02-07;Dominican_Republic;0;0;10627165
2020-02-07;Ecuador;0;0;17084357
2020-02-07;Egypt;0;0;98423595
2020-02-07;Estonia;0;0;1320884
2020-02-07;Finland;0;0;5518050
2020-02-07;France;0;0;66987244
2020-02-07;Georgia;0;0;3731000
2020-02-07;Germany;1;0;82927922
2020-02-07;Greece;0;0;10727668
2020-02-07;Iceland;0;0;353574
2020-02-07;India;0;0;1352617328
2020-02-07;Indonesia;0;0;267663435
2020-02-07;Iran;0;0;81800269
2020-02-07;Iraq;0;0;38433600
2020-02-07;Ireland;0;0;4853506
2020-02-07;Israel;0;0;8883800
2020-02-07;Italy;0;0;60431283
2020-02-07;Japan;0;0;126529100
2020-02-07;Kuwait;0;0;4137309
2020-02-07;Lebanon;0;0;6848925
2020-02-07;Lithuania;0;0;2789533
2020-02-07;Luxembourg;0;0;607728
2020-02-07;Malaysia;2;0;31528585
2020-02-07;Mexico;0;0;126190788
2020-02-07;Monaco;0;0;38682
2020-02-07;Nepal;0;0;28087871
2020-02-07;Netherlands;0;0;17231017
2020-02-07;New_Zealand;0;0;4885500
2020-02-07;Nigeria;0;0;195874740
2020-02-07;North_Macedonia;0;0;2082958
2020-02-07;Norway;0;0;5314336
2020-02-07;Oman;0;0;4829483
2020-02-07;Pakistan;0;0;212215030
2020-02-07;Philippines;0;0;106651922
2020-02-07;Qatar;0;0;2781677
2020-02-07;Romania;0;0;19473936
2020-02-07;Russia;0;0;144478050
2020-02-07;San_Marino;0;0;33785
2020-02-07;Singapore;2;0;5638676
2020-02-07;South_Korea;1;0;51635256
2020-02-07;Spain;0;0;46723749
2020-02-07;Sri_Lanka;0;0;21670000
2020-02-07;Sweden;0;0;10183175
2020-02-07;Switzerland;0;0;8516543
2020-02-07;Taiwan;5;0;23780452
2020-02-07;Thailand;0;0;69428524
2020-02-07;United_Arab_Emirates;0;0;9630959
2020-02-07;United_Kingdom;1;0;66488991
2020-02-07;United_States_of_America;0;0;327167434
2020-02-07;Vietnam;2;0;95540395
2020-02-08;Afghanistan;0;0;37172386
2020-02-08;Algeria;0;0;42228429
2020-02-08;Armenia;0;0;2951776
2020-02-08;Australia;0;0;24992369
2020-02-08;Austria;0;0;8847037
2020-02-08;Azerbaijan;0;0;9942334
2020-02-08;Bahrain;0;0;1569439
2020-02-08;Belarus;0;0;9485386
2020-02-08;Belgium;0;0;11422068
2020-02-08;Brazil;0;0;209469333
2020-02-08;Cambodia;0;0;16249798
2020-02-08;Canada;0;0;37058856
2020-02-08;Cases_on_an_international_conveyance_Japan;3;0;3000
2020-02-08;China;3418;86;1392730000
2020-02-08;Croatia;0;0;4089400
2020-02-08;Czechia;0;0;10625695
2020-02-08;Denmark;0;0;5797446
2020-02-08;Dominican_Republic;0;0;10627165
2020-02-08;Ecuador;0;0;17084357
2020-02-08;Egypt;0;0;98423595
2020-02-08;Estonia;0;0;1320884
2020-02-08;Finland;0;0;5518050
2020-02-08;France;5;0;66987244
2020-02-08;Georgia;0;0;3731000
2020-02-08;Germany;1;0;82927922
2020-02-08;Greece;0;0;10727668
2020-02-08;Iceland;0;0;353574
2020-02-08;India;0;0;1352617328
2020-02-08;Indonesia;0;0;267663435
2020-02-08;Iran;0;0;81800269
2020-02-08;Iraq;0;0;38433600
2020-02-08;Ireland;0;0;4853506
2020-02-08;Israel;0;0;8883800
2020-02-08;Italy;0;0;60431283
2020-02-08;Japan;0;0;126529100
2020-02-08;Kuwait;0;0;4137309
2020-02-08;Lebanon;0;0;6848925
2020-02-08;Lithuania;0;0;2789533
2020-02-08;Luxembourg;0;0;607728
2020-02-08;Malaysia;1;0;31528585
2020-02-08;Mexico;0;0;126190788
2020-02-08;Monaco;0;0;38682
2020-02-08;Nepal;0;0;28087871
2020-02-08;Netherlands;0;0;17231017
2020-02-08;New_Zealand;0;0;4885500
2020-02-08;Nigeria;0;0;195874740
2020-02-08;North_Macedonia;0;0;2082958
2020-02-08;Norway;0;0;5314336
2020-02-08;Oman;0;0;4829483
2020-02-08;Pakistan;0;0;212215030
2020-02-08;Philippines;0;0;106651922
2020-02-08;Qatar;0;0;2781677
2020-02-08;Romania;0;0;19473936
2020-02-08;Russia;0;0;144478050
2020-02-08;San_Marino;0;0;33785
2020-02-08;Singapore;3;0;5638676
2020-02-08;South_Korea;0;0;51635256
2020-02-08;Spain;0;0;46723749
2020-02-08;Sri_Lanka;0;0;21670000
2020-02-08;Sweden;0;0;10183175
2020-02-08;Switzerland;0;0;8516543
2020-02-08;Taiwan;1;0;23780452
2020-02-08;Thailand;7;0;69428524
2020-02-08;United_Arab_Emirates;2;0;9630959
2020-02-08;United_Kingdom;0;0;66488991
2020-02-08;United_States_of_America;0;0;327167434
2020-02-08;Vietnam;1;0;95540395
2020-02-09;Afghanistan;0;0;37172386
2020-02-09;Algeria;0;0;42228429
2020-02-09;Armenia;0;0;2951776
2020-02-09;Australia;0;0;24992369
2020-02-09;Austria;0;0;8847037
2020-02-09;Azerbaijan;0;0;9942334
2020-02-09;Bahrain;0;0;1569439
2020-02-09;Belarus;0;0;9485386
2020-02-09;Belgium;0;0;11422068
2020-02-09;Brazil;0;0;209469333
2020-02-09;Cambodia;0;0;16249798
2020-02-09;Canada;0;0;37058856
2020-02-09;Cases_on_an_international_conveyance_Japan;0;0;3000
2020-02-09;China;2607;89;1392730000
2020-02-09;Croatia;0;0;4089400
2020-02-09;Czechia;0;0;10625695
2020-02-09;Denmark;0;0;5797446
2020-02-09;Dominican_Republic;0;0;10627165
2020-02-09;Ecuador;0;0;17084357
2020-02-09;Egypt;0;0;98423595
2020-02-09;Estonia;0;0;1320884
2020-02-09;Finland;0;0;5518050
2020-02-09;France;0;0;66987244
2020-02-09;Georgia;0;0;3731000
2020-02-09;Germany;0;0;82927922
2020-02-09;Greece;0;0;10727668
2020-02-09;Iceland;0;0;353574
2020-02-09;India;0;0;1352617328
2020-02-09;Indonesia;0;0;267663435
2020-02-09;Iran;0;0;81800269
2020-02-09;Iraq;0;0;38433600
2020-02-09;Ireland;0;0;4853506
2020-02-09;Israel;0;0;8883800
2020-02-09;Italy;0;0;60431283
2020-02-09;Japan;0;0;126529100
2020-02-09;Kuwait;0;0;4137309
2020-02-09;Lebanon;0;0;6848925
2020-02-09;Lithuania;0;0;2789533
2020-02-09;Luxembourg;0;0;607728
2020-02-09;Malaysia;1;0;31528585
2020-02-09;Mexico;0;0;126190788
2020-02-09;Monaco;0;0;38682
2020-02-09;Nepal;0;0;28087871
2020-02-09;Netherlands;0;0;17231017
2020-02-09;New_Zealand;0;0;4885500
2020-02-09;Nigeria;0;0;195874740
2020-02-09;North_Macedonia;0;0;2082958
2020-02-09;Norway;0;0;5314336
2020-02-09;Oman;0;0;4829483
2020-02-09;Pakistan;0;0;212215030
2020-02-09;Philippines;0;0;106651922
2020-02-09;Qatar;0;0;2781677
2020-02-09;Romania;0;0;19473936
2020-02-09;Russia;0;0;144478050
2020-02-09;San_Marino;0;0;33785
2020-02-09;Singapore;7;0;5638676
2020-02-09;South_Korea;1;0;51635256
2020-02-09;Spain;0;0;46723749
2020-02-09;Sri_Lanka;0;0;21670000
2020-02-09;Sweden;0;0;10183175
2020-02-09;Switzerland;0;0;8516543
2020-02-09;Taiwan;1;0;23780452
2020-02-09;Thailand;0;0;69428524
2020-02-09;United_Arab_Emirates;0;0;9630959
2020-02-09;United_Kingdom;1;0;66488991
2020-02-09;United_States_of_America;0;0;327167434
2020-02-09;Vietnam;1;0;95540395
2020-02-10;Afghanistan;0;0;37172386
2020-02-10;Algeria;0;0;42228429
2020-02-10;Armenia;0;0;2951776
2020-02-10;Australia;0;0;24992369
2020-02-10;Austria;0;0;8847037
2020-02-10;Azerbaijan;0;0;9942334
2020-02-10;Bahrain;0;0;1569439
2020-02-10;Belarus;0;0;9485386
2020-02-10;Belgium;0;0;11422068
2020-02-10;Brazil;0;0;209469333
2020-02-10;Cambodia;0;0;16249798
2020-02-10;Canada;0;0;37058856
2020-02-10;Cases_on_an_international_conveyance_Japan;6;0;3000
2020-02-10;China;2974;97;1392730000
2020-02-10;Croatia;0;0;4089400
2020-02-10;Czechia;0;0;10625695
2020-02-10;Denmark;0;0;5797446
2020-02-10;Dominican_Republic;0;0;10627165
2020-02-10;Ecuador;0;0;17084357
2020-02-10;Egypt;0;0;98423595
2020-02-10;Estonia;0;0;1320884
2020-02-10;Finland;0;0;5518050
2020-02-10;France;0;0;66987244
2020-02-10;Georgia;0;0;3731000
2020-02-10;Germany;0;0;82927922
2020-02-10;Greece;0;0;10727668
2020-02-10;Iceland;0;0;353574
2020-02-10;India;0;0;1352617328
2020-02-10;Indonesia;0;0;267663435
2020-02-10;Iran;0;0;81800269
2020-02-10;Iraq;0;0;38433600
2020-02-10;Ireland;0;0;4853506
2020-02-10;Israel;0;0;8883800
2020-02-10;Italy;0;0;60431283
2020-02-10;Japan;0;0;126529100
2020-02-10;Kuwait;0;0;4137309
2020-02-10;Lebanon;0;0;6848925
2020-02-10;Lithuania;0;0;2789533
2020-02-10;Luxembourg;0;0;607728
2020-02-10;Malaysia;2;0;31528585
2020-02-10;Mexico;0;0;126190788
2020-02-10;Monaco;0;0;38682
2020-02-10;Nepal;0;0;28087871
2020-02-10;Netherlands;0;0;17231017
2020-02-10;New_Zealand;0;0;4885500
2020-02-10;Nigeria;0;0;195874740
2020-02-10;North_Macedonia;0;0;2082958
2020-02-10;Norway;0;0;5314336
2020-02-10;Oman;0;0;4829483
2020-02-10;Pakistan;0;0;212215030
2020-02-10;Philippines;0;0;106651922
2020-02-10;Qatar;0;0;2781677
2020-02-10;Romania;0;0;19473936
2020-02-10;Russia;0;0;144478050
2020-02-10;San_Marino;0;0;33785
2020-02-10;Singapore;3;0;5638676
2020-02-10;South_Korea;2;0;51635256
2020-02-10;Spain;1;0;46723749
2020-02-10;Sri_Lanka;0;0;21670000
2020-02-10;Sweden;0;0;10183175
2020-02-10;Switzerland;0;0;8516543
2020-02-10;Taiwan;0;0;23780452
2020-02-10;Thailand;0;0;69428524
2020-02-10;United_Arab_Emirates;0;0;9630959
2020-02-10;United_Kingdom;0;0;66488991
2020-02-10;United_States_of_America;0;0;327167434
2020-02-10;Vietnam;0;0;95540395
2020-02-11;Afghanistan;0;0;37172386
2020-02-11;Algeria;0;0;42228429
2020-02-11;Armenia;0;0;2951776
2020-02-11;Australia;0;0;24992369
2020-02-11;Austria;0;0;8847037
2020-02-11;Azerbaijan;0;0;9942334
2020-02-11;Bahrain;0;0;1569439
2020-02-11;Belarus;0;0;9485386
2020-02-11;Belgium;0;0;11422068
2020-02-11;Brazil;0;0;209469333
2020-02-11;Cambodia;0;0;16249798
2020-02-11;Canada;0;0;37058856
2020-02-11;Cases_on_an_international_conveyance_Japan;65;0;3000
2020-02-11;China;2490;108;1392730000
2020-02-11;Croatia;0;0;4089400
2020-02-11;Czechia;0;0;10625695
2020-02-11;Denmark;0;0;5797446
2020-02-11;Dominican_Republic;0;0;10627165
2020-02-11;Ecuador;0;0;17084357
2020-02-11;Egypt;0;0;98423595
2020-02-11;Estonia;0;0;1320884
2020-02-11;Finland;0;0;5518050
2020-02-11;France;0;0;66987244
2020-02-11;Georgia;0;0;3731000
2020-02-11;Germany;0;0;82927922
2020-02-11;Greece;0;0;10727668
2020-02-11;Iceland;0;0;353574
2020-02-11;India;0;0;1352617328
2020-02-11;Indonesia;0;0;267663435
2020-02-11;Iran;0;0;81800269
2020-02-11;Iraq;0;0;38433600
2020-02-11;Ireland;0;0;4853506
2020-02-11;Israel;0;0;8883800
2020-02-11;Italy;0;0;60431283
2020-02-11;Japan;0;0;126529100
2020-02-11;Kuwait;0;0;4137309
2020-02-11;Lebanon;0;0;6848925
2020-02-11;Lithuania;0;0;2789533
2020-02-11;Luxembourg;0;0;607728
2020-02-11;Malaysia;0;0;31528585
2020-02-11;Mexico;0;0;126190788
2020-02-11;Monaco;0;0;38682
2020-02-11;Nepal;0;0;28087871
2020-02-11;Netherlands;0;0;17231017
2020-02-11;New_Zealand;0;0;4885500
2020-02-11;Nigeria;0;0;195874740
2020-02-11;North_Macedonia;0;0;2082958
2020-02-11;Norway;0;0;5314336
2020-02-11;Oman;0;0;4829483
2020-02-11;Pakistan;0;0;212215030
2020-02-11;Philippines;0;0;106651922
2020-02-11;Qatar;0;0;2781677
2020-02-11;Romania;0;0;19473936
2020-02-11;Russia;0;0;144478050
2020-02-11;San_Marino;0;0;33785
2020-02-11;Singapore;2;0;5638676
2020-02-11;South_Korea;1;0;51635256
2020-02-11;Spain;0;0;46723749
2020-02-11;Sri_Lanka;0;0;21670000
2020-02-11;Sweden;0;0;10183175
2020-02-11;Switzerland;0;0;8516543
2020-02-11;Taiwan;0;0;23780452
2020-02-11;Thailand;0;0;69428524
2020-02-11;United_Arab_Emirates;1;0;9630959
2020-02-11;United_Kingdom;4;0;66488991
2020-02-11;United_States_of_America;1;0;327167434
2020-02-11;Vietnam;1;0;95540395
2020-02-12;Afghanistan;0;0;37172386
2020-02-12;Algeria;0;0;42228429
2020-02-12;Armenia;0;0;2951776
2020-02-12;Australia;0;0;24992369
2020-02-12;Austria;0;0;8847037
2020-02-12;Azerbaijan;0;0;9942334
2020-02-12;Bahrain;0;0;1569439
2020-02-12;Belarus;0;0;9485386
2020-02-12;Belgium;0;0;11422068
2020-02-12;Brazil;0;0;209469333
2020-02-12;Cambodia;0;0;16249798
2020-02-12;Canada;0;0;37058856
2020-02-12;Cases_on_an_international_conveyance_Japan;39;0;3000
2020-02-12;China;2028;97;1392730000
2020-02-12;Croatia;0;0;4089400
2020-02-12;Czechia;0;0;10625695
2020-02-12;Denmark;0;0;5797446
2020-02-12;Dominican_Republic;0;0;10627165
2020-02-12;Ecuador;0;0;17084357
2020-02-12;Egypt;0;0;98423595
2020-02-12;Estonia;0;0;1320884
2020-02-12;Finland;0;0;5518050
2020-02-12;France;0;0;66987244
2020-02-12;Georgia;0;0;3731000
2020-02-12;Germany;2;0;82927922
2020-02-12;Greece;0;0;10727668
2020-02-12;Iceland;0;0;353574
2020-02-12;India;0;0;1352617328
2020-02-12;Indonesia;0;0;267663435
2020-02-12;Iran;0;0;81800269
2020-02-12;Iraq;0;0;38433600
2020-02-12;Ireland;0;0;4853506
2020-02-12;Israel;0;0;8883800
2020-02-12;Italy;0;0;60431283
2020-02-12;Japan;0;0;126529100
2020-02-12;Kuwait;0;0;4137309
2020-02-12;Lebanon;0;0;6848925
2020-02-12;Lithuania;0;0;2789533
2020-02-12;Luxembourg;0;0;607728
2020-02-12;Malaysia;0;0;31528585
2020-02-12;Mexico;0;0;126190788
2020-02-12;Monaco;0;0;38682
2020-02-12;Nepal;0;0;28087871
2020-02-12;Netherlands;0;0;17231017
2020-02-12;New_Zealand;0;0;4885500
2020-02-12;Nigeria;0;0;195874740
2020-02-12;North_Macedonia;0;0;2082958
2020-02-12;Norway;0;0;5314336
2020-02-12;Oman;0;0;4829483
2020-02-12;Pakistan;0;0;212215030
2020-02-12;Philippines;0;0;106651922
2020-02-12;Qatar;0;0;2781677
2020-02-12;Romania;0;0;19473936
2020-02-12;Russia;0;0;144478050
2020-02-12;San_Marino;0;0;33785
2020-02-12;Singapore;2;0;5638676
2020-02-12;South_Korea;0;0;51635256
2020-02-12;Spain;0;0;46723749
2020-02-12;Sri_Lanka;0;0;21670000
2020-02-12;Sweden;0;0;10183175
2020-02-12;Switzerland;0;0;8516543
2020-02-12;Taiwan;0;0;23780452
2020-02-12;Thailand;1;0;69428524
2020-02-12;United_Arab_Emirates;0;0;9630959
2020-02-12;United_Kingdom;0;0;66488991
2020-02-12;United_States_of_America;0;0;327167434
2020-02-12;Vietnam;0;0;95540395
2020-02-13;Afghanistan;0;0;37172386
2020-02-13;Algeria;0;0;42228429
2020-02-13;Armenia;0;0;2951776
2020-02-13;Australia;0;0;24992369
2020-02-13;Austria;0;0;8847037
2020-02-13;Azerbaijan;0;0;9942334
2020-02-13;Bahrain;0;0;1569439
2020-02-13;Belarus;0;0;9485386
2020-02-13;Belgium;0;0;11422068
2020-02-13;Brazil;0;0;209469333
2020-02-13;Cambodia;0;0;16249798
2020-02-13;Canada;0;0;37058856
2020-02-13;Cases_on_an_international_conveyance_Japan;0;0;3000
2020-02-13;China;15141;254;1392730000
2020-02-13;Croatia;0;0;4089400
2020-02-13;Czechia;0;0;10625695
2020-02-13;Denmark;0;0;5797446
2020-02-13;Dominican_Republic;0;0;10627165
2020-02-13;Ecuador;0;0;17084357
2020-02-13;Egypt;0;0;98423595
2020-02-13;Estonia;0;0;1320884
2020-02-13;Finland;0;0;5518050
2020-02-13;France;0;0;66987244
2020-02-13;Georgia;0;0;3731000
2020-02-13;Germany;0;0;82927922
2020-02-13;Greece;0;0;10727668
2020-02-13;Iceland;0;0;353574
2020-02-13;India;0;0;1352617328
2020-02-13;Indonesia;0;0;267663435
2020-02-13;Iran;0;0;81800269
2020-02-13;Iraq;0;0;38433600
2020-02-13;Ireland;0;0;4853506
2020-02-13;Israel;0;0;8883800
2020-02-13;Italy;0;0;60431283
2020-02-13;Japan;4;1;126529100
2020-02-13;Kuwait;0;0;4137309
2020-02-13;Lebanon;0;0;6848925
2020-02-13;Lithuania;0;0;2789533
2020-02-13;Luxembourg;0;0;607728
2020-02-13;Malaysia;0;0;31528585
2020-02-13;Mexico;0;0;126190788
2020-02-13;Monaco;0;0;38682
2020-02-13;Nepal;0;0;28087871
2020-02-13;Netherlands;0;0;17231017
2020-02-13;New_Zealand;0;0;4885500
2020-02-13;Nigeria;0;0;195874740
2020-02-13;North_Macedonia;0;0;2082958
2020-02-13;Norway;0;0;5314336
2020-02-13;Oman;0;0;4829483
2020-02-13;Pakistan;0;0;212215030
2020-02-13;Philippines;0;0;106651922
2020-02-13;Qatar;0;0;2781677
2020-02-13;Romania;0;0;19473936
2020-02-13;Russia;0;0;144478050
2020-02-13;San_Marino;0;0;33785
2020-02-13;Singapore;3;0;5638676
2020-02-13;South_Korea;0;0;51635256
2020-02-13;Spain;0;0;46723749
2020-02-13;Sri_Lanka;0;0;21670000
2020-02-13;Sweden;0;0;10183175
2020-02-13;Switzerland;0;0;8516543
2020-02-13;Taiwan;0;0;23780452
2020-02-13;Thailand;0;0;69428524
2020-02-13;United_Arab_Emirates;0;0;9630959
2020-02-13;United_Kingdom;1;0;66488991
2020-02-13;United_States_of_America;1;0;327167434
2020-02-13;Vietnam;1;0;95540395
2020-02-14;Afghanistan;0;0;37172386
2020-02-14;Algeria;0;0;42228429
2020-02-14;Armenia;0;0;2951776
2020-02-14;Australia;1;0;24992369
2020-02-14;Austria;0;0;8847037
2020-02-14;Azerbaijan;0;0;9942334
2020-02-14;Bahrain;0;0;1569439
2020-02-14;Belarus;0;0;9485386
2020-02-14;Belgium;0;0;11422068
2020-02-14;Brazil;0;0;209469333
2020-02-14;Cambodia;0;0;16249798
2020-02-14;Canada;0;0;37058856
2020-02-14;Cases_on_an_international_conveyance_Japan;47;0;3000
2020-02-14;China;4156;13;1392730000
2020-02-14;Croatia;0;0;4089400
2020-02-14;Czechia;0;0;10625695
2020-02-14;Denmark;0;0;5797446
2020-02-14;Dominican_Republic;0;0;10627165
2020-02-14;Ecuador;0;0;17084357
2020-02-14;Egypt;0;0;98423595
2020-02-14;Estonia;0;0;1320884
2020-02-14;Finland;0;0;5518050
2020-02-14;France;0;0;66987244
2020-02-14;Georgia;0;0;3731000
2020-02-14;Germany;0;0;82927922
2020-02-14;Greece;0;0;10727668
2020-02-14;Iceland;0;0;353574
2020-02-14;India;0;0;1352617328
2020-02-14;Indonesia;0;0;267663435
2020-02-14;Iran;0;0;81800269
2020-02-14;Iraq;0;0;38433600
2020-02-14;Ireland;0;0;4853506
2020-02-14;Israel;0;0;8883800
2020-02-14;Italy;0;0;60431283
2020-02-14;Japan;1;0;126529100
2020-02-14;Kuwait;0;0;4137309
2020-02-14;Lebanon;0;0;6848925
2020-02-14;Lithuania;0;0;2789533
2020-02-14;Luxembourg;0;0;607728
2020-02-14;Malaysia;1;0;31528585
2020-02-14;Mexico;0;0;126190788
2020-02-14;Monaco;0;0;38682
2020-02-14;Nepal;0;0;28087871
2020-02-14;Netherlands;0;0;17231017
2020-02-14;New_Zealand;0;0;4885500
2020-02-14;Nigeria;0;0;195874740
2020-02-14;North_Macedonia;0;0;2082958
2020-02-14;Norway;0;0;5314336
2020-02-14;Oman;0;0;4829483
2020-02-14;Pakistan;0;0;212215030
2020-02-14;Philippines;0;0;106651922
2020-02-14;Qatar;0;0;2781677
2020-02-14;Romania;0;0;19473936
2020-02-14;Russia;0;0;144478050
2020-02-14;San_Marino;0;0;33785
2020-02-14;Singapore;8;0;5638676
2020-02-14;South_Korea;0;0;51635256
2020-02-14;Spain;0;0;46723749
2020-02-14;Sri_Lanka;0;0;21670000
2020-02-14;Sweden;0;0;10183175
2020-02-14;Switzerland;0;0;8516543
2020-02-14;Taiwan;0;0;23780452
2020-02-14;Thailand;0;0;69428524
2020-02-14;United_Arab_Emirates;0;0;9630959
2020-02-14;United_Kingdom;0;0;66488991
2020-02-14;United_States_of_America;1;0;327167434
2020-02-14;Vietnam;0;0;95540395
2020-02-15;Afghanistan;0;0;37172386
2020-02-15;Algeria;0;0;42228429
2020-02-15;Armenia;0;0;2951776
2020-02-15;Australia;0;0;24992369
2020-02-15;Austria;0;0;8847037
2020-02-15;Azerbaijan;0;0;9942334
2020-02-15;Bahrain;0;0;1569439
2020-02-15;Belarus;0;0;9485386
2020-02-15;Belgium;0;0;11422068
2020-02-15;Brazil;0;0;209469333
2020-02-15;Cambodia;0;0;16249798
2020-02-15;Canada;1;0;37058856
2020-02-15;Cases_on_an_international_conveyance_Japan;0;0;3000
2020-02-15;China;2538;143;1392730000
2020-02-15;Croatia;0;0;4089400
2020-02-15;Czechia;0;0;10625695
2020-02-15;Denmark;0;0;5797446
2020-02-15;Dominican_Republic;0;0;10627165
2020-02-15;Ecuador;0;0;17084357
2020-02-15;Egypt;1;0;98423595
2020-02-15;Estonia;0;0;1320884
2020-02-15;Finland;0;0;5518050
2020-02-15;France;0;1;66987244
2020-02-15;Georgia;0;0;3731000
2020-02-15;Germany;0;0;82927922
2020-02-15;Greece;0;0;10727668
2020-02-15;Iceland;0;0;353574
2020-02-15;India;0;0;1352617328
2020-02-15;Indonesia;0;0;267663435
2020-02-15;Iran;0;0;81800269
2020-02-15;Iraq;0;0;38433600
2020-02-15;Ireland;0;0;4853506
2020-02-15;Israel;0;0;8883800
2020-02-15;Italy;0;0;60431283
2020-02-15;Japan;8;0;126529100
2020-02-15;Kuwait;0;0;4137309
2020-02-15;Lebanon;0;0;6848925
2020-02-15;Lithuania;0;0;2789533
2020-02-15;Luxembourg;0;0;607728
2020-02-15;Malaysia;2;0;31528585
2020-02-15;Mexico;0;0;126190788
2020-02-15;Monaco;0;0;38682
2020-02-15;Nepal;0;0;28087871
2020-02-15;Netherlands;0;0;17231017
2020-02-15;New_Zealand;0;0;4885500
2020-02-15;Nigeria;0;0;195874740
2020-02-15;North_Macedonia;0;0;2082958
2020-02-15;Norway;0;0;5314336
2020-02-15;Oman;0;0;4829483
2020-02-15;Pakistan;0;0;212215030
2020-02-15;Philippines;0;0;106651922
2020-02-15;Qatar;0;0;2781677
2020-02-15;Romania;0;0;19473936
2020-02-15;Russia;0;0;144478050
2020-02-15;San_Marino;0;0;33785
2020-02-15;Singapore;9;0;5638676
2020-02-15;South_Korea;0;0;51635256
2020-02-15;Spain;0;0;46723749
2020-02-15;Sri_Lanka;0;0;21670000
2020-02-15;Sweden;0;0;10183175
2020-02-15;Switzerland;0;0;8516543
2020-02-15;Taiwan;0;0;23780452
2020-02-15;Thailand;1;0;69428524
2020-02-15;United_Arab_Emirates;0;0;9630959
2020-02-15;United_Kingdom;0;0;66488991
2020-02-15;United_States_of_America;0;0;327167434
2020-02-15;Vietnam;0;0;95540395
2020-02-16;Afghanistan;0;0;37172386
2020-02-16;Algeria;0;0;42228429
2020-02-16;Armenia;0;0;2951776
2020-02-16;Australia;0;0;24992369
2020-02-16;Austria;0;0;8847037
2020-02-16;Azerbaijan;0;0;9942334
2020-02-16;Bahrain;0;0;1569439
2020-02-16;Belarus;0;0;9485386
2020-02-16;Belgium;0;0;11422068
2020-02-16;Brazil;0;0;209469333
2020-02-16;Cambodia;0;0;16249798
2020-02-16;Canada;0;0;37058856
2020-02-16;Cases_on_an_international_conveyance_Japan;134;0;3000
2020-02-16;China;2007;142;1392730000
2020-02-16;Croatia;0;0;4089400
2020-02-16;Czechia;0;0;10625695
2020-02-16;Denmark;0;0;5797446
2020-02-16;Dominican_Republic;0;0;10627165
2020-02-16;Ecuador;0;0;17084357
2020-02-16;Egypt;0;0;98423595
2020-02-16;Estonia;0;0;1320884
2020-02-16;Finland;0;0;5518050
2020-02-16;France;0;0;66987244
2020-02-16;Georgia;0;0;3731000
2020-02-16;Germany;0;0;82927922
2020-02-16;Greece;0;0;10727668
2020-02-16;Iceland;0;0;353574
2020-02-16;India;0;0;1352617328
2020-02-16;Indonesia;0;0;267663435
2020-02-16;Iran;0;0;81800269
2020-02-16;Iraq;0;0;38433600
2020-02-16;Ireland;0;0;4853506
2020-02-16;Israel;0;0;8883800
2020-02-16;Italy;0;0;60431283
2020-02-16;Japan;14;0;126529100
2020-02-16;Kuwait;0;0;4137309
2020-02-16;Lebanon;0;0;6848925
2020-02-16;Lithuania;0;0;2789533
